full_name,eccentricity,inclination (deg),node (deg),perihelion arg (deg),perihelion distance (au),aphelion distance (au),data_arc,condition_code,n_obs_used,absolute magnitude,n,mean anomaly,time perihelion passage (tdb),spkid,pdes,pha_
       (2013 VQ4),0.2896,13.56,207.65,343.79,0.793,1.44,2812.0,0.0,64,21.88,0.8364,197.52,2460194.75,3653472,2013 VQ4,0
       (2013 VV4),0.5602,19.13,231.87,167.53,1.213,4.3,3291.0,0.0,110,19.74,0.2153,15.85,2459926.87,3653521,2013 VV4,0
       (2013 VW4),0.4453,8.11,220.67,118.47,0.879,2.29,6.0,8.0,21,25.8,0.4937,25.54,2456551.76,3653522,2013 VW4,0
       (2013 VX4),0.4691,3.11,83.13,351.91,0.977,2.7,1948.0,0.0,68,23.89,0.3946,247.48,2460285.62,3653519,2013 VX4,0
       (2013 VZ4),0.5431,7.29,195.82,137.24,0.922,3.11,24.0,6.0,31,22.9,0.3437,109.48,2459682.0,3653520,2013 VZ4,0
       (2013 VK5),0.5842,19.41,67.93,215.55,0.51,1.94,2301.0,2.0,103,20.5,0.7245,353.04,2460010.1,3653536,2013 VK5,0
       (2013 VL5),0.6156,1.66,207.35,167.1,0.973,4.09,4.0,8.0,30,26.3,0.2448,5.46,2456579.19,3653535,2013 VL5,0
       (2013 VM5),0.6736,1.1,121.0,232.26,0.867,4.44,22.0,7.0,24,25.7,0.2278,58.45,2459743.97,3653534,2013 VM5,0
       (2013 VN5),0.4731,4.54,220.52,141.37,0.92,2.57,2.0,7.0,26,27.4,0.4273,24.99,2459942.01,3653555,2013 VN5,0
       (2013 VO5),0.6906,2.02,74.0,211.07,0.396,2.16,3037.0,0.0,231,21.36,0.681,188.65,2460252.11,3653537,2013 VO5,1
       (2013 VY9),0.4314,2.97,145.76,194.45,0.874,2.2,22.0,8.0,30,23.7,0.5174,33.9,2456551.99,3653599,2013 VY9,0
       (2013 VZ9),0.4548,6.69,129.11,218.71,1.256,3.35,2587.0,0.0,110,19.97,0.282,262.87,2460344.94,3653600,2013 VZ9,0
       (2013 VA10),0.7663,1.03,104.95,164.34,0.273,2.06,2628.0,0.0,207,22.31,0.7806,172.89,2459779.0,3653602,2013 VA10,0
       (2013 VB10),0.3093,24.2,41.37,348.69,1.13,2.14,23.0,7.0,35,22.7,0.4713,166.67,2459646.88,3653601,2013 VB10,0
       (2013 VC10),0.365,2.04,223.99,240.38,0.994,2.14,54.0,6.0,77,24.8,0.5029,239.45,2460240.23,3653603,2013 VC10,0
       (2013 VJ11),0.4042,0.2,82.48,276.17,0.898,2.12,2.0,4.0,24,27.9,0.5326,27.7,2459948.49,3653605,2013 VJ11,0
       (2013 VK11),0.4998,9.46,48.96,346.54,0.996,2.99,5.0,7.0,41,26.9,0.3509,114.53,2459674.1,3653646,2013 VK11,0
       (2013 VO11),0.3434,2.12,51.66,274.81,0.788,1.61,3.0,7.0,21,28.3,0.7499,74.85,2459900.7,3653647,2013 VO11,0
       (2013 VP11),0.659,3.09,60.33,279.81,0.776,3.78,6.0,8.0,44,25.6,0.2869,12.83,2456561.78,3653648,2013 VP11,0
       (2013 VQ11),0.5623,8.11,225.88,163.75,1.04,3.71,24.0,8.0,27,25.8,0.2693,5.95,2456590.41,3653649,2013 VQ11,0
       (2013 VY11),0.5387,0.74,160.65,193.65,0.924,3.08,4.0,8.0,11,25.9,0.3475,14.54,2456562.65,3653650,2013 VY11,0
       (2013 VZ11),0.6258,23.4,34.4,304.8,1.005,4.37,18.0,7.0,77,20.6,0.2239,50.51,2459774.94,3653652,2013 VZ11,0
       (2013 VA12),0.3884,2.8,248.01,57.54,0.753,1.71,2333.0,2.0,76,22.7,0.7208,343.02,2460024.06,3653651,2013 VA12,0
       (2013 VP12),0.6373,6.77,230.32,220.46,1.008,4.55,27.0,8.0,33,24.4,0.2125,352.68,2456643.93,3653680,2013 VP12,0
       (2013 VR12),0.565,1.03,49.51,352.63,1.089,3.92,19.0,8.0,32,24.8,0.2489,2.37,2456600.97,3653682,2013 VR12,0
       (2013 VD13),0.5641,18.5,46.31,355.5,1.242,4.46,1978.0,0.0,409,17.65,0.205,332.13,2460136.45,3653684,2013 VD13,0
       (2013 VE13),0.4319,25.79,62.97,222.81,0.654,1.65,1873.0,1.0,81,21.03,0.7982,260.79,2460124.79,3653689,2013 VE13,0
       (2013 VF13),0.5571,11.14,162.39,320.75,0.987,3.47,150.0,5.0,87,21.3,0.2963,266.74,2460315.29,3653686,2013 VF13,0
       (2013 VH13),0.5935,3.51,13.47,342.58,0.943,3.7,2.0,9.0,21,25.1,0.279,12.27,2456564.52,3653685,2013 VH13,0
       (2013 VJ13),0.5823,10.22,37.55,292.21,0.778,2.95,36.0,6.0,56,23.77,0.388,258.19,2460262.9,3653688,2013 VJ13,0
       (2013 VK13),0.4903,6.5,237.47,221.3,0.92,2.69,9.0,8.0,35,26.0,0.4067,344.14,2456647.48,3653690,2013 VK13,0
       (2013 VL13),0.5962,4.31,211.3,155.17,0.932,3.68,11.0,8.0,38,24.7,0.2813,9.5,2456575.74,3653691,2013 VL13,0
       (2013 VM13),0.0364,3.22,42.88,70.66,1.159,1.25,3056.0,0.0,55,24.21,0.7476,316.81,2460058.27,3653692,2013 VM13,0
       (2013 VN13),0.1161,18.1,235.09,271.65,1.01,1.28,1.0,8.0,14,24.1,0.8069,277.07,2456711.28,3653693,2013 VN13,0
       (2013 VO13),0.2891,23.89,230.58,283.14,0.763,1.38,7.0,8.0,39,22.7,0.8857,287.37,2456691.5,3653694,2013 VO13,0
       (2013 VP13),0.5256,5.2,32.09,322.6,0.919,2.96,1.0,9.0,10,26.1,0.3655,16.37,2456563.72,3653695,2013 VP13,0
       (2013 VQ13),0.2509,27.11,46.97,9.54,1.069,1.79,3.0,8.0,19,24.4,0.578,356.21,2456615.06,3653696,2013 VQ13,0
       (2013 VV13),0.4244,2.2,287.22,299.67,0.42,1.04,1.0,9.0,19,24.1,1.579,180.75,2456722.05,3653700,2013 VV13,0
       (2013 VW13),0.5741,3.53,227.59,101.53,0.712,2.63,21.0,7.0,34,26.2,0.4561,129.01,2459717.65,3653698,2013 VW13,0
       (2013 VX13),0.6269,6.16,17.37,301.56,0.733,3.2,14.0,8.0,24,22.1,0.3577,25.17,2456540.12,3653697,2013 VX13,0
       (2013 VY13),0.5146,5.52,261.2,87.17,0.84,2.62,2498.0,0.0,119,21.2,0.4327,48.69,2459887.98,3653699,2013 VY13,1
       (2013 VA14),0.406,16.82,253.42,59.45,1.148,2.72,2922.0,0.0,75,20.23,0.3669,215.6,2460394.04,3653701,2013 VA14,0
       (2013 VB14),0.3581,20.01,244.87,84.57,0.985,2.08,18.0,8.0,47,21.3,0.5186,48.61,2456520.78,3653702,2013 VB14,0
       (2013 VD17),0.6033,4.76,231.65,138.63,0.905,3.66,26.0,7.0,26,27.4,0.2861,259.05,2460353.29,3653760,2013 VD17,0
       (2013 VT79),0.3982,1.54,33.57,357.5,1.28,2.97,1082.0,1.0,31,22.23,0.3176,7.01,2459978.43,54283566,2013 VT79,0
       (2013 WH),0.4565,20.59,67.2,339.5,1.23,3.3,30.0,6.0,60,21.3,0.2895,262.15,2460338.51,3653806,2013 WH,0
       (2013 WL),0.4144,10.34,65.29,7.59,1.111,2.68,30.0,6.0,30,24.2,0.377,189.6,2460452.43,3653811,2013 WL,0
       (2013 WM),0.9162,4.16,239.41,40.9,0.175,3.99,12.0,8.0,27,23.95,0.3277,14.77,2456579.43,3653812,2013 WM,0
       (2013 WN),0.5483,7.55,258.83,132.96,1.104,3.79,117.0,5.0,58,22.2,0.2578,160.17,2459379.29,3653813,2013 WN,0
       (2013 WY),0.3386,1.23,63.08,2.01,1.005,2.03,10.0,7.0,40,26.3,0.5261,336.77,2460044.65,3653827,2013 WY,0
       (2013 WR43),0.367,5.9,280.17,42.2,0.895,1.93,1872.0,0.0,55,21.8,0.5867,238.7,2460207.25,3653902,2013 WR43,1
       (2013 WS43),0.4396,4.59,60.8,67.57,0.98,2.52,150.0,5.0,81,22.74,0.4261,333.45,2460062.81,3653903,2013 WS43,0
       (2013 WT43),0.7478,16.64,239.41,84.5,0.592,4.1,11.0,8.0,42,22.5,0.274,17.3,2456564.36,3653905,2013 WT43,0
       (2013 WU43),0.4209,35.3,62.52,86.12,0.948,2.33,163.0,3.0,39,21.9,0.4702,107.04,2459772.83,3653906,2013 WU43,0
       (2013 WV43),0.4726,6.77,65.3,36.52,0.96,2.68,3.0,8.0,14,26.8,0.4017,347.7,2456654.11,3653904,2013 WV43,0
       (2013 WX43),0.8512,3.57,211.86,84.3,0.313,3.89,26.0,7.0,32,22.6,0.3232,28.38,2459912.69,3653909,2013 WX43,0
       (2013 WY43),0.2921,11.4,65.62,270.48,0.791,1.44,1.0,7.0,24,26.7,0.8347,354.51,2460007.08,3653907,2013 WY43,0
       (2013 WZ43),0.2371,15.88,248.89,173.17,1.079,1.75,4.0,8.0,30,24.4,0.5861,3.42,2456619.67,3653908,2013 WZ43,0
       (2013 WA44),0.058,2.3,55.98,177.62,1.034,1.16,5628.0,0.0,125,23.37,0.8572,201.39,2460185.54,3653910,2013 WA44,0
       (2013 WB44),0.5164,10.66,78.12,4.62,1.209,3.79,42.0,5.0,30,22.7,0.2492,117.14,2459530.5,3653911,2013 WB44,0
       (2013 WC44),0.5365,6.87,241.18,215.94,1.18,3.91,66.0,5.0,68,22.2,0.2426,88.93,2459633.91,3653913,2013 WC44,0
       (2013 WD44),0.3725,3.51,251.38,212.14,1.031,2.26,1.0,9.0,16,25.7,0.4679,343.92,2456659.87,3653912,2013 WD44,0
       (2013 WS44),0.2534,6.37,238.57,141.55,1.053,1.77,29.0,6.0,19,24.7,0.5887,215.76,2460245.53,3653914,2013 WS44,0
       (2013 WT44),0.5662,12.21,182.68,325.89,0.982,3.54,2509.0,0.0,544,19.32,0.2895,234.04,2460435.64,3653916,2013 WT44,1
       (2013 WU44),0.39,17.87,74.24,95.02,0.925,2.11,777.0,1.0,105,21.05,0.5281,285.57,2460141.43,3653917,2013 WU44,0
       (2013 WV44),0.527,5.21,101.38,226.39,0.869,2.8,3468.0,1.0,39,22.86,0.396,295.8,2460162.63,3653918,2013 WV44,0
       (2013 WW44),0.3231,25.75,71.53,176.24,0.715,1.4,727.0,2.0,77,20.53,0.9076,3.06,2459997.12,3653922,2013 WW44,0
       (2013 WX44),0.6649,3.92,252.11,139.81,0.942,4.68,13.0,7.0,30,25.8,0.2091,350.61,2460045.41,3653921,2013 WX44,0
       (2013 WY44),0.3539,8.63,248.53,185.96,1.04,2.18,8.0,8.0,30,25.9,0.4824,356.76,2456632.21,3653919,2013 WY44,0
       (2013 WZ44),0.463,11.5,242.83,125.9,0.863,2.35,24.0,6.0,40,25.8,0.4836,213.62,2460303.22,3653920,2013 WZ44,0
       (2013 WR45),0.2214,4.36,242.03,303.12,0.791,1.24,25.0,7.0,22,25.7,0.9626,277.97,2460085.72,3653969,2013 WR45,0
       (2013 WT45),0.4674,9.34,33.02,122.1,0.868,2.39,940.0,0.0,167,20.36,0.4738,120.32,2459746.56,3653970,2013 WT45,1
       (2013 WU45),0.5896,5.82,36.16,153.77,0.585,2.26,1827.0,1.0,66,20.38,0.5798,116.09,2459800.28,3653973,2013 WU45,0
       (2013 WV45),0.4541,4.18,54.06,54.45,1.013,2.7,12.0,8.0,23,24.9,0.3901,345.76,2456665.0,3653971,2013 WV45,0
       (2013 WW45),0.4708,5.71,74.59,348.64,1.023,2.84,24.0,7.0,40,25.5,0.3669,159.84,2459564.83,3653972,2013 WW45,0
       (2013 WN67),0.4621,23.97,30.32,129.57,1.247,3.39,7721.0,0.0,68,18.27,0.2794,180.97,2460641.37,3654055,2013 WN67,0
       (2013 WP67),0.2226,18.04,245.85,99.11,0.94,1.48,5.0,8.0,22,24.7,0.741,54.68,2456549.71,3654054,2013 WP67,0
       (2013 WR67),0.7164,4.94,263.42,75.02,0.724,4.38,39.0,6.0,39,22.0,0.2416,107.2,2459556.83,3654057,2013 WR67,1
       (2013 WS67),0.677,15.21,66.52,294.37,0.812,4.22,8.0,8.0,21,23.3,0.2473,13.84,2456573.51,3654058,2013 WS67,0
       (2013 WM106),0.639,5.82,141.88,169.26,0.882,4.0,28.0,7.0,22,19.5,0.2581,191.23,2460654.41,3654239,2013 WM106,0
       (2013 WZ107),0.3623,2.02,243.77,144.93,0.959,2.05,9.0,8.0,10,27.4,0.5341,17.03,2456592.62,3654337,2013 WZ107,0
       (2013 WF108),0.5745,23.45,238.98,309.03,0.848,3.14,1100.0,0.0,152,20.38,0.3503,53.53,2459847.69,3654378,2013 WF108,1
       (2013 XS3),0.4013,27.76,251.44,341.03,0.718,1.68,3268.0,0.0,63,20.37,0.7505,220.77,2460186.01,3654336,2013 XS3,0
       (2013 XU3),0.5956,6.89,121.42,261.6,1.075,4.24,35.0,7.0,45,21.0,0.2272,55.16,2459757.74,3654335,2013 XU3,0
       (2013 XW3),0.4805,4.63,70.51,284.36,0.902,2.57,696.0,2.0,59,21.12,0.4306,45.66,2459894.48,3654338,2013 XW3,1
       (2013 XA4),0.5824,8.39,85.08,7.27,1.125,4.26,73.0,4.0,265,21.5,0.2229,31.16,2459860.75,3654339,2013 XA4,0
       (2013 XF4),0.4295,5.77,65.79,231.94,0.52,1.3,7.0,8.0,17,26.0,1.132,90.16,2456552.89,3654342,2013 XF4,0
       (2013 XG4),0.4264,14.55,284.38,67.76,1.009,2.51,2570.0,2.0,36,19.6,0.4221,28.84,2459932.17,3654341,2013 XG4,0
       (2013 XH4),0.3164,15.4,286.02,207.67,1.276,2.46,1892.0,0.0,166,19.6,0.3867,196.61,2460423.02,3654340,2013 XH4,0
       (2013 XV8),0.1925,4.04,107.19,15.33,1.087,1.61,3102.0,1.0,283,21.89,0.631,296.11,2460101.75,3654379,2013 XV8,0
       (2013 XW8),0.4748,1.53,285.17,172.9,1.006,2.83,30.0,7.0,24,25.31,0.3717,163.93,2459559.48,3654380,2013 XW8,0
       (2013 XX8),0.2579,1.07,287.81,172.21,1.031,1.75,83.0,4.0,111,24.4,0.6017,210.16,2460249.51,3654381,2013 XX8,0
       (2013 XY8),0.5694,1.81,80.89,24.94,0.95,3.46,6.0,2.0,239,25.0,0.3008,285.21,2460249.17,3654382,2013 XY8,0
       (2013 XY9),0.3897,3.05,183.4,215.15,0.991,2.26,35.0,7.0,37,23.5,0.4762,178.51,2459625.61,3654408,2013 XY9,0
       (2013 XZ9),0.3945,21.43,71.27,315.01,0.924,2.13,18.0,4.0,59,22.5,0.523,340.18,2460038.4,3654407,2013 XZ9,0
       (2013 XB10),0.5196,13.66,263.98,138.25,1.059,3.35,1180.0,2.0,45,19.6,0.301,312.31,2460158.96,3654413,2013 XB10,0
       (2013 XG10),0.463,7.36,264.27,206.58,0.982,2.67,9.0,4.0,26,25.4,0.3988,249.76,2460276.94,3654412,2013 XG10,0
       (2013 XH10),0.2308,23.03,77.1,40.49,1.086,1.74,4.0,8.0,20,23.4,0.5872,334.44,2456680.03,3654411,2013 XH10,0
       (2013 XG17),0.7371,14.22,75.72,82.57,0.67,4.42,18.0,7.0,63,22.8,0.2425,82.83,2459658.89,3654457,2013 XG17,0
       (2013 XH17),0.2062,17.85,259.37,191.77,0.996,1.51,4.0,7.0,40,25.3,0.7015,192.56,2460239.19,3654458,2013 XH17,0
       (2013 XV18),0.4572,13.47,72.8,40.88,1.067,2.86,45.0,6.0,34,23.4,0.3577,110.6,2459691.28,3654467,2013 XV18,0
       (2013 XY20),0.1091,2.85,78.13,19.36,1.01,1.26,2310.0,0.0,65,25.6,0.8164,219.77,2460172.26,3654483,2013 XY20,0
       (2013 XZ20),0.5172,16.26,85.86,3.58,1.106,3.48,31.0,6.0,35,23.0,0.2841,231.16,2460453.95,3654482,2013 XZ20,0
       (2013 XA21),0.6514,16.05,262.39,131.47,0.974,4.61,29.0,7.0,44,21.5,0.2111,358.92,2460005.63,3654481,2013 XA21,0
       (2013 XS21),0.4942,3.08,80.37,341.16,0.968,2.86,2.0,7.0,25,29.4,0.3723,176.44,2459526.57,3654484,2013 XS21,0
       (2013 XT21),0.6521,3.07,262.72,130.49,0.863,4.1,2.0,7.0,36,27.3,0.2522,136.87,2459457.77,3654486,2013 XT21,0
       (2013 XU21),0.6183,4.4,80.41,34.07,0.939,3.98,10.0,8.0,46,26.17,0.2555,353.58,2456664.61,3654485,2013 XU21,0
       (2013 XY21),0.5286,25.18,10.59,122.04,1.262,4.09,3428.0,0.0,89,18.99,0.2252,17.34,2459923.48,3654518,2013 XY21,0
       (2013 XZ21),0.374,32.02,93.11,110.78,0.777,1.71,2551.0,1.0,140,20.54,0.7128,164.91,2459769.15,3654519,2013 XZ21,0
       (2013 XA22),0.2374,1.97,82.53,257.66,0.841,1.36,2369.0,0.0,290,22.89,0.8511,66.63,2459922.21,3654520,2013 XA22,0
       (2013 XE22),0.3713,5.16,101.64,253.24,1.042,2.27,719.0,2.0,61,20.87,0.4623,163.57,2459646.67,3654525,2013 XE22,0
       (2013 XF22),0.5433,6.14,272.4,259.18,1.168,3.95,4268.0,0.0,250,19.24,0.241,65.18,2459730.08,3654526,2013 XF22,0
       (2013 XG22),0.5211,30.65,273.19,100.72,0.988,3.14,3115.0,0.0,106,20.38,0.3326,59.63,2459821.23,3654529,2013 XG22,0
       (2013 XH22),0.6548,4.04,82.08,91.66,0.615,2.95,5.0,3.0,64,26.2,0.4149,292.25,2460163.82,3654528,2013 XH22,0
       (2013 XJ22),0.4294,8.18,96.87,25.37,1.036,2.6,1996.0,0.0,45,21.2,0.4028,263.56,2460239.94,3654527,2013 XJ22,0
       (2013 XS23),0.0563,9.73,76.74,54.14,1.001,1.12,2.0,7.0,12,26.3,0.9016,104.88,2459884.18,3654644,2013 XS23,0
       (2013 XT23),0.5002,1.8,245.87,179.47,1.082,3.25,1.0,9.0,6,24.56,0.3093,5.21,2456621.67,3654645,2013 XT23,0
       (2013 XU23),0.3071,9.88,84.91,337.68,1.135,2.14,1.0,9.0,6,23.3,0.4699,10.76,2456615.6,3654646,2013 XU23,0
       (2013 XN24),0.6204,13.92,279.14,173.07,1.021,4.36,1427.0,1.0,62,19.28,0.2233,36.65,2459836.39,3654982,2013 XN24,1
       (2013 YC),0.9428,2.8,262.26,34.6,0.143,4.85,2910.0,1.0,76,21.27,0.25,128.59,2459486.18,3655362,2013 YC,1
       (2013 YD),0.4272,7.28,268.52,73.22,0.617,1.54,13.0,7.0,76,23.6,0.8812,131.57,2459851.19,3655366,2013 YD,0
       (2013 YE),0.488,30.05,86.26,31.07,1.158,3.36,19.0,7.0,33,22.4,0.2899,241.39,2460409.63,3655364,2013 YE,0
       (2013 YF),0.3174,25.19,268.14,291.64,0.753,1.45,9.0,8.0,47,23.1,0.8501,285.84,2456738.73,3655363,2013 YF,0
       (2013 YG),0.0781,7.13,272.47,50.43,0.9,1.05,12.0,5.0,46,25.4,1.022,304.85,2460054.47,3655365,2013 YG,0
       (2013 YL2),0.6587,5.87,277.9,303.56,0.404,1.97,9.0,8.0,94,23.1,0.764,316.84,2456710.99,3655393,2013 YL2,0
       (2013 YM2),0.1564,3.21,91.44,161.8,0.744,1.02,1841.0,1.0,59,25.7,1.19,221.23,2460117.14,3655395,2013 YM2,0
       (2013 YO2),0.6127,3.09,95.57,313.45,0.951,3.96,6.0,9.0,33,24.8,0.256,9.08,2456617.03,3655397,2013 YO2,0
       (2013 YP2),0.4725,3.04,106.53,3.38,1.087,3.03,71.0,6.0,35,23.4,0.3332,33.06,2459901.27,3655394,2013 YP2,0
       (2013 YQ2),0.6365,1.89,70.46,344.87,0.924,4.16,18.0,7.0,71,23.7,0.2431,103.39,2459575.13,3655396,2013 YQ2,0
       (2013 YR2),0.2338,4.15,97.42,66.28,0.955,1.54,146.0,6.0,29,24.2,0.7078,157.08,2459778.57,3655398,2013 YR2,0
       (2013 YS2),0.2959,2.92,261.47,216.78,1.022,1.88,2626.0,0.0,198,23.7,0.564,73.26,2459870.61,3655400,2013 YS2,0
       (2013 YT2),0.4378,4.95,280.58,190.62,1.163,2.97,2246.0,0.0,61,23.3,0.3312,22.44,2459932.76,3655399,2013 YT2,0
       (2013 YY13),0.7104,10.4,221.93,131.14,0.712,4.21,2751.0,0.0,169,19.32,0.2556,147.18,2459424.59,3655448,2013 YY13,0
       (2013 YA14),0.3476,4.73,277.11,257.71,0.768,1.59,3314.0,0.0,190,23.8,0.7718,3.36,2459996.15,3655450,2013 YA14,0
       (2013 YB14),0.7048,2.72,293.27,87.62,0.729,4.21,12.0,8.0,83,22.8,0.254,11.75,2456609.25,3655451,2013 YB14,0
       (2013 YC14),0.225,23.55,273.69,185.11,1.005,1.59,7.0,7.0,95,24.6,0.6678,71.89,2459892.84,3655452,2013 YC14,0
       (2013 YZ37),0.4429,2.94,141.75,10.63,1.207,3.13,1095.0,1.0,397,19.8,0.309,298.11,2460200.8,3655547,2013 YZ37,0
       (2013 YA38),0.7004,4.17,187.06,172.61,0.748,4.24,2749.0,0.0,99,21.0,0.25,133.89,2459464.94,3655548,2013 YA38,0
       (2013 YC38),0.3761,7.37,103.75,329.31,1.124,2.48,27.0,6.0,65,22.6,0.4077,296.18,2460157.04,3655550,2013 YC38,0
       (2013 YD38),0.4186,26.55,93.7,21.82,1.01,2.47,13.0,8.0,87,22.8,0.4303,353.0,2456673.77,3655552,2013 YD38,0
       (2013 YB48),0.0527,4.64,283.43,222.76,1.283,1.43,4002.0,0.0,116,22.13,0.6256,245.61,2460183.36,3655553,2013 YB48,0
       (2013 YC48),0.6159,15.93,99.46,228.96,0.449,1.89,18.0,7.0,50,21.87,0.779,145.54,2459813.66,3655556,2013 YC48,0
       (2013 YD48),0.5964,3.15,247.87,287.86,0.776,3.07,2933.0,0.0,190,22.6,0.3696,135.72,2459633.33,3655555,2013 YD48,0
       (2013 YE48),0.7407,22.98,99.99,102.26,0.492,3.3,6.0,8.0,50,23.7,0.3772,340.34,2456709.63,3655554,2013 YE48,0
       (2013 YH48),0.2272,10.05,257.54,53.92,0.791,1.26,1730.0,1.0,33,23.66,0.9516,66.8,2459930.3,3655558,2013 YH48,0
       (2013 YJ48),0.4959,12.19,273.23,106.54,0.763,2.26,11.0,8.0,13,26.2,0.529,30.43,2456602.98,3655561,2013 YJ48,0
       (2013 YK48),0.2862,19.99,99.74,69.27,0.846,1.52,5.0,7.0,94,23.5,0.7642,352.22,2460010.67,3655562,2013 YK48,0
       (2013 YL48),0.2526,13.44,276.5,249.91,0.913,1.53,5.0,8.0,50,23.9,0.7295,315.11,2456720.03,3655559,2013 YL48,0
       (2013 YM48),0.5747,6.38,282.96,234.25,0.863,3.2,6.0,8.0,46,25.7,0.341,345.9,2456699.86,3655563,2013 YM48,0
       (2013 YK70),0.6821,23.13,269.74,26.89,0.301,1.59,8.0,8.0,39,20.9,1.068,87.06,2456577.99,3655565,2013 YK70,0
       (2013 YL70),0.6728,15.18,126.92,91.45,0.421,2.15,10.0,9.0,68,20.9,0.6765,321.66,2456717.18,3655564,2013 YL70,0
       (2013 YM70),0.3004,19.76,118.66,62.4,1.061,1.97,944.0,1.0,148,20.5,0.5279,283.3,2460145.81,3655566,2013 YM70,0
       (2013 YT102),0.2093,12.75,278.26,285.99,0.801,1.23,357.0,2.0,79,25.0,0.9662,269.56,2460094.11,3655732,2013 YT102,0
       (2013 YU102),0.3978,4.17,284.27,174.67,1.015,2.36,10.0,7.0,38,26.5,0.4501,65.15,2459855.76,3655731,2013 YU102,0
       (2013 YV102),0.4859,1.89,80.1,112.9,0.685,1.98,4.0,8.0,38,25.5,0.6405,322.1,2456717.67,3655733,2013 YV102,0
       (2013 YW102),0.4057,12.34,93.82,217.05,0.524,1.24,4.0,7.0,21,23.6,1.191,139.43,2459883.4,3655738,2013 YW102,0
       (2013 YX102),0.4332,9.4,94.1,285.01,0.788,1.99,4.0,8.0,20,25.4,0.601,37.87,2456597.48,3655737,2013 YX102,0
       (2013 YY102),0.4635,8.79,105.49,348.51,1.006,2.74,10.0,8.0,41,23.5,0.3839,3.48,2456650.42,3655735,2013 YY102,0
       (2013 YD110),0.1236,6.24,267.59,271.83,1.207,1.55,2914.0,0.0,37,22.5,0.6096,172.1,2459718.21,3655739,2013 YD110,0
       (2013 YO139),0.5081,30.46,101.48,203.6,0.656,2.01,2961.0,1.0,42,20.13,0.6393,93.94,2459853.57,3655743,2013 YO139,0
       (2013 YP139),0.683,0.82,292.0,83.7,0.761,4.04,4231.0,0.0,44,21.17,0.265,178.64,2459326.31,3655751,2013 YP139,1
       (2013 YK148),0.885,17.59,12.06,11.74,0.247,4.04,2296.0,0.0,185,18.8,0.3141,343.1,2460054.32,3655759,2013 YK148,0
       (2014 AA),0.2109,1.41,101.61,52.32,0.917,1.41,1.0,9.0,8,30.95,0.7873,324.01,2456704.22,3655730,2014 AA,0
       (2014 AB),0.2821,25.41,98.21,41.48,1.206,2.15,40.0,6.0,40,21.04,0.4528,45.77,2459899.41,3655734,2014 AB,0
       (2014 AC),0.674,13.15,86.02,57.43,1.056,5.42,112.0,5.0,47,21.0,0.1691,203.6,2460925.22,3655736,2014 AC,0
       (2014 AE5),0.351,2.57,101.08,341.58,0.996,2.07,10.0,7.0,54,25.5,0.5184,300.06,2460116.11,3655740,2014 AE5,0
       (2014 AF5),0.5193,6.41,100.52,288.87,0.753,2.38,1.0,7.0,25,28.8,0.5026,262.03,2460195.42,3655741,2014 AF5,0
       (2014 AG5),0.0341,9.35,101.84,268.63,1.096,1.17,2041.0,1.0,56,22.6,0.8155,288.17,2460088.58,3655742,2014 AG5,0
       (2014 AB16),0.5054,3.33,103.51,301.6,0.88,2.68,9.0,8.0,26,25.5,0.4152,19.9,2456617.57,3655744,2014 AB16,0
       (2014 AC16),0.4496,26.39,117.08,328.21,1.277,3.36,2591.0,0.0,78,20.2,0.2788,220.09,2460502.33,3655750,2014 AC16,0
       (2014 AD16),0.3682,0.35,130.48,27.69,0.886,1.92,3.0,4.0,33,27.4,0.594,153.76,2459741.63,3655745,2014 AD16,0
       (2014 AE16),0.3231,1.94,278.32,168.66,1.1,2.15,29.0,7.0,40,24.2,0.476,157.77,2459669.07,3655746,2014 AE16,0
       (2014 AF16),0.4819,3.09,287.8,214.18,0.929,2.66,91.0,5.0,63,25.1,0.4105,279.22,2460197.27,3655748,2014 AF16,0
       (2014 AG16),0.411,4.29,308.15,118.56,0.978,2.34,76.0,6.0,106,22.77,0.4607,113.41,2459754.31,3655749,2014 AG16,0
       (2014 AY16),0.6163,4.32,263.14,144.74,0.984,4.14,8.0,8.0,16,23.5,0.2401,10.9,2456620.1,3655753,2014 AY16,0
       (2014 AZ16),0.2679,12.97,291.2,272.5,0.88,1.52,30.0,6.0,34,24.1,0.7475,266.36,2460125.77,3655754,2014 AZ16,0
       (2014 AA17),0.6391,47.42,289.29,268.14,0.787,3.57,197.0,3.0,109,20.2,0.3061,278.04,2460268.27,3655755,2014 AA17,0
       (2014 AB17),0.5992,5.68,143.66,33.64,0.781,3.12,7.0,8.0,102,23.0,0.3621,343.45,2456713.2,3655756,2014 AB17,0
       (2014 AD17),0.4288,8.85,291.12,177.84,1.199,3.0,3277.0,0.0,610,20.24,0.3243,6.78,2459979.58,3655758,2014 AD17,0
       (2014 AB29),0.4134,20.9,313.21,115.08,1.279,3.08,993.0,3.0,54,20.7,0.3062,317.41,2460139.58,3655762,2014 AB29,0
       (2014 AE29),0.158,4.86,102.95,138.07,0.764,1.05,4.0,6.0,26,27.4,1.14,84.46,2459926.42,3655761,2014 AE29,0
       (2014 AL29),0.5051,38.39,114.23,16.16,1.268,3.86,1475.0,1.0,67,20.3,0.2403,69.84,2459709.86,3655763,2014 AL29,0
